"","subjID","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","total_dist","vel_max","vel_max_time","vel_min","vel_min_time","acc_max","acc_max_time","acc_min","acc_min_time","ang_rate","hap_rate","sur_rate","red_rate","blu_rate","pur_rate","ang_RT","hap_RT","sur_p_RT","sur_n_RT","red_RT","blu_RT","pur_b_RT","pur_r_RT"
"1",80500,0.0803663525091938,-1.03745980419691,1.02033310842521,-0.0212553286267249,0.103849721783201,791,0.195599607706915,686.438461538462,-0.103807940764452,545.223076923077,0.0274579685890302,0.0799357042328901,1.66153846153846,1.20769230769231,0.569230769230769,0.484615384615385,1644.66153846154,306.569230769231,1109.09230769231,757.038029762223,Inf,349,0,0,0.585708340288364,720.669230769231,-Inf,372.184615384615,1,0,0.527777777777778,1,0,0.166666666666667,1412.94444444444,1553.11111111111,1755.11764705882,1630.15789473684,1768.61904761905,1408.09523809524,1629,1585
"2",80502,0.280786091812932,-1.07336791783843,1.02473638959249,-0.0033223159547419,0.419697118301691,495.1,0.493214399326947,515.3,-0.117286807927919,494.861538461538,0.119857911249735,0.251067613013995,2.48461538461538,1.84615384615385,0.776923076923077,0.276923076923077,1142,63.6769230769231,316.584615384615,979.10368942604,6.81741596380422,462.369230769231,0,0,0.289531571891694,465.676923076923,-0.323515958324683,457.138461538462,1,0,0.0833333333333333,0.952380952380952,0,0.166666666666667,1170.11111111111,1049.22222222222,1156.0303030303,1366.66666666667,1002.35,1087.52380952381,1071.2,1519
"3",80503,0.164963080402872,-1.03710879226875,1.00730679819026,-0.00301472187312084,0.303877132733683,537.669230769231,0.339977756723252,505.861538461538,-0.0678528983675207,536.892307692308,0.0861048357923848,0.187641338884751,1.54615384615385,0.861538461538462,0.730769230769231,0.176923076923077,1019.87692307692,132.238461538462,410.161538461538,810.211604799484,7.5244475882606,554.269230769231,0,0,0.332937923019225,550.607692307692,-0.331260569743222,560.884615384615,1,0,0.888888888888889,1,0,0.833333333333333,1076.44444444444,1035.88888888889,1383.25,1057,816.666666666667,908.571428571429,1080,913.6
"4",80504,0.3007131774807,-1.05484945693041,1.0136134232762,-0.000158085477710367,0.473200070052602,605.453846153846,0.51419246427829,571.961538461538,-0.0786916944804028,545.153846153846,0.124911117122746,0.302911669653512,1.73076923076923,0.769230769230769,0.9,0.0615384615384615,1104.71538461538,250.415384615385,497.553846153846,918.810794378491,7.01601750284762,609.984615384615,0,0,0.322745149093406,606.907692307692,-0.304914735891003,622.4,1,0.0555555555555556,0.611111111111111,0.904761904761905,0,0.333333333333333,1111.11111111111,1058,1092,1286.95454545455,1040.52631578947,907.857142857143,1347.5,932.5
"5",80505,0.314482271614251,-1.04829912400939,1.01979106730784,-0.000275163595210266,0.553544818954868,458.130769230769,0.570105361739612,445.269230769231,-0.0537119069527338,443.446153846154,0.151206176701588,0.351024729642565,1.91538461538462,1.36153846153846,0.923076923076923,0.0769230769230769,982.838461538462,134.476923076923,368.692307692308,943.30010301728,8.34540011427414,446.146153846154,0,0,0.377142864405668,428.392307692308,-0.407940174762609,438.753846153846,1,0,0.75,1,0,0.333333333333333,855.055555555556,956.055555555556,1167.77777777778,1030.48148148148,843.904761904762,915.809523809524,1185.25,1496.5
"6",80506,0.233060973418553,-1.03573879133027,1.0262139697738,-0.00509169613802276,0.505667940121493,448.669230769231,0.515083644657975,444.638461538462,-0.0416887089742235,445.807692307692,0.124704871014805,0.336974996318631,2.14615384615385,1.63846153846154,0.776923076923077,0.223076923076923,1131.83846153846,131.684615384615,619.184615384615,902.36968910514,Inf,387.169230769231,0,0,0.5463946482307,440.646153846154,-Inf,409.276923076923,1,0,0.972222222222222,0.952380952380952,0.0476190476190476,0.666666666666667,1056.55555555556,1187.22222222222,1065,1136,1239.95,1081.95,821.5,917
"7",80507,0.0780257307043805,-1.01310396113698,1.00871054847574,0,0.147301549742563,659.2,0.19949151091475,605.769230769231,-0.056291363091712,627.607692307692,0.0341366522210921,0.102435039978905,0.630769230769231,0.446153846153846,0.215384615384615,0,1338.71538461538,461.776923076923,759.738461538462,720.104508629916,5.23042245309137,605.923076923077,0,0,0.143658330139828,584.6,-0.128321881799317,654.038461538462,1,0,0.0277777777777778,1,0,0.166666666666667,1387.66666666667,1294.22222222222,1345.14285714286,1762,1192.28571428571,1261.47619047619,1558.4,3235
"8",80508,0.278318482146183,-1.05039661172163,1.02250535411446,-4.35008637069347e-05,0.347672445673527,741.561538461538,0.424445183044041,655.607692307692,-0.0936981573472569,691.061538461538,0.114435129602079,0.213389014730476,1.49230769230769,0.930769230769231,0.830769230769231,0.0307692307692308,1490.20769230769,128.507692307692,547.076923076923,892.897536418731,4.05781691611208,766.046153846154,0,0,0.203845957537889,764.792307692308,-0.194577530896714,786.623076923077,1,0.0555555555555556,0.777777777777778,1,0.0476190476190476,0.333333333333333,1676.44444444444,1492.70588235294,1728,1538.25,1207.61904761905,1297.3,1445.25,3703
"9",80509,0.32697660015656,-1.11714924071261,1.04088808376274,-0.00443625891038574,0.540651520983107,878.907692307692,0.57531673361181,872.061538461538,-0.124800480376743,1015.15384615385,0.136414145514626,0.331679633809809,4.3,3.73076923076923,1.26153846153846,0.384615384615385,1863.89230769231,79.3230769230769,768.023076923077,1144.55121767325,7.83776843075841,1002.24615384615,0,0,0.414389425067533,1011.67692307692,-0.44757765990785,1014.85384615385,1,0,0.694444444444444,1,0,0.666666666666667,1551.88888888889,1893.61111111111,2292.81818181818,1720.08,1486.09523809524,1642.14285714286,1720,2057.5
"10",80510,0.237918215299451,-1.05077668807335,1.02706363621543,-0.00147865797782617,0.51558079258175,574.061538461538,0.544055132583157,549.115384615385,-0.060693021417698,570.315384615385,0.121783727701265,0.344147979436756,1.70769230769231,1.46153846153846,0.623076923076923,0.0769230769230769,1271.07692307692,319.315384615385,661.784615384615,914.600149169102,7.81813659283169,570.476923076923,0,0,0.33759937271105,574.092307692308,-0.342171132505192,589,1,0,0.555555555555556,0.952380952380952,0,0,1208.22222222222,1191.11111111111,1288.3125,1354.4,1106.4,1146.14285714286,1206.33333333333,NA
"11",80512,0.204855473664629,-1.02502607223288,1.01937004538866,0,0.368701667409015,643.892307692308,0.39596670276022,614.392307692308,-0.0470575375660532,635.238461538462,0.0747258307585532,0.253402311360072,1.27692307692308,0.661538461538462,0.584615384615385,0,1259.42307692308,414.515384615385,639.338461538462,782.657546536771,5.98283243925753,620.9,0,0,0.258679436541855,629.046153846154,-0.274351556036445,644.384615384615,1,0,0.555555555555556,1,0.0476190476190476,0.333333333333333,1237.72222222222,1147.83333333333,1251.875,1322.55,1153.42857142857,1145.1,1282,1146.5
"12",80513,0.151990541523358,-1.04039410732042,1.02567458726084,-0.00422597627110076,0.291407846729483,632.253846153846,0.370293500719453,669.292307692308,-0.102986550119617,584.992307692308,0.0915506561257537,0.181629096229745,1.82307692307692,1.44615384615385,0.584615384615385,0.207692307692308,1475.53846153846,254.853846153846,973.169230769231,864.372474442122,Inf,635.853846153846,0,0,0.464234476761587,670.061538461538,-Inf,668.923076923077,1,0,0.916666666666667,1,0.0476190476190476,0.833333333333333,1253.83333333333,1490.66666666667,1899.66666666667,1377.78787878788,1259.80952380952,1569.2,2064,1573.4
"13",80514,0.306623046992237,-1.06909252009593,1.03694457900628,-0.000484079273788176,0.380088563828335,361.530769230769,0.476903747933235,334.3,-0.116388141730355,415.838461538462,0.136627712053767,0.204168376923446,1.33846153846154,1.12307692307692,0.661538461538462,0.0307692307692308,1077.75384615385,41.3692307692308,418.046153846154,929.604486772291,6.45028259953839,351.346153846154,0,0,0.300081547944663,339.876923076923,-0.291476137247663,371.192307692308,0.944444444444444,0.111111111111111,0.916666666666667,1,0,0.833333333333333,1058.35294117647,1373.125,1563,1052.24242424242,871.095238095238,1080.09523809524,1065,997.4
"14",80517,0.31486777146078,-1.03612416293554,1.0133781269343,-0.000281358671825408,0.497690203098226,477.615384615385,0.5357300020255,455.115384615385,-0.0646602895432068,375.607692307692,0.144605030382912,0.310051180454668,1.85384615384615,0.5,1.13846153846154,0.0230769230769231,926.692307692308,154.623076923077,358.423076923077,905.455980049026,6.9038474042566,452.153846153846,0,0,0.314249081594494,461,-0.321217787799498,491.576923076923,0.944444444444444,0,0.888888888888889,1,0,0.166666666666667,859.294117647059,942.166666666667,1304,860.71875,824.333333333333,899.619047619048,879.6,655
"15",80518,0.160642328908592,-1.01674646516391,1.01645550192425,0,0.393739418967743,604.023076923077,0.411756565044956,585.292307692308,-0.0312871839753254,519.069230769231,0.0805347874806852,0.288362691066052,1.49230769230769,0.807692307692308,0.792307692307692,0,1150.09230769231,363,626.123076923077,824.207934940354,6.47150570096419,608.069230769231,0,0,0.291114590439944,576,-0.327828690531352,622.615384615385,1,0,0.138888888888889,1,0,0,1066.5,960.555555555556,1052.03225806452,1310.4,1083.52380952381,997.571428571429,1785.83333333333,NA
"16",80519,0.209559201481843,-1.01660365107563,1.01165548902566,0,0.371017848433103,815.246153846154,0.397612378852331,808.253846153846,-0.0412889035289301,921.2,0.082133062521178,0.234929573828309,1.12307692307692,0.876923076923077,0.430769230769231,0,1800.93846153846,505,1067.8,820.581050298232,5.09481459470676,820.869230769231,0,0,0.139795301564195,804.869230769231,-0.137209778199915,847.915384615385,1,0,0,1,0,0.666666666666667,1558.83333333333,1583.88888888889,1485.61111111111,NA,1537.09523809524,1482.90476190476,1317,1884.75
"17",80520,0.1133701728488,-1.0176144710695,1.01231280829849,-0.000113631194283018,0.189569429776704,872.792307692308,0.238499566815779,878.253846153846,-0.0613311563752922,928.223076923077,0.0386676348648599,0.127142553819812,1.60769230769231,1.26153846153846,0.469230769230769,0.0307692307692308,1994.36153846154,651.4,1456.74615384615,752.57356357649,7.90858172344805,815.507692307692,0,0,0.381555204723814,852.838461538462,-0.369901919946648,872.338461538462,1,0,0.694444444444444,1,0,0.333333333333333,1851,1831.05555555556,2225.72727272727,2144.76,1793.71428571429,1792.09523809524,1993.75,2624.5
