"","subjID","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","total_dist","vel_max","vel_max_time","vel_min","vel_min_time","acc_max","acc_max_time","acc_min","acc_min_time","ang_rate","hap_rate","sur_rate","red_rate","blu_rate","pur_rate","ang_RT","hap_RT","sur_p_RT","sur_n_RT","red_RT","blu_RT","pur_b_RT","pur_r_RT"
"11",80510,0.151750466179493,-1.04899922577383,1.03283967396576,-0.00129727348178603,0.354254981353591,496.361538461538,0.380581258476451,469.430769230769,-0.0455331502026515,451.746153846154,0.071028661920179,0.262418957708736,1.39230769230769,0.892307692307692,0.5,0.0230769230769231,1045.23846153846,312.738461538462,501.8,822.884738348598,7.47353559760523,455.484615384615,0,0,0.302687586866804,450.746153846154,-0.310116536718006,483.315384615385,1,0,0.611111111111111,1,0,0.166666666666667,1055.72222222222,1109.38888888889,1004.35714285714,1153.77272727273,904.714285714286,974.190476190476,1071.8,1036
"12",80511,0.246494146364946,-1.08142675494914,1.02274471514238,-0.024639679245255,0.45079376772288,533.576923076923,0.497350426517127,515.184615384615,-0.0886584181696176,500.253846153846,0.114737363382866,0.296241446144395,3.54615384615385,1.84615384615385,1.24615384615385,0.576923076923077,1268.40769230769,13.8692307692308,302.515384615385,967.523807778904,Inf,233.184615384615,0,0,0.219726788548929,367.9,-Inf,265.053846153846,1,0,0,1,0,0.833333333333333,1415.61111111111,1167.5,1258.41666666667,NA,1120.33333333333,1151.71428571429,1479,1552
"13",80512,0.145653859960883,-1.01456597411032,1.02039489384267,-0.000320540156361052,0.279139779124559,632.169230769231,0.316086422179565,603.946153846154,-0.0449729673125925,639.276923076923,0.0682477246541417,0.202311553268554,1.02307692307692,0.653846153846154,0.476923076923077,0.0307692307692308,1205.73846153846,403.784615384615,576.907692307692,772.336357786432,5.55145655247761,598.438461538462,0,0,0.249876177414309,593.269230769231,-0.260106051126615,613.107692307692,1,0,0.583333333333333,1,0,0.666666666666667,1205.83333333333,1171.05555555556,1290.4,1312,1049.85714285714,1093.71428571429,1395.5,1328.5
"14",80513,0.184344479022868,-1.03967799699417,1.02478261991635,-0.00661774945661674,0.29396195527619,569.015384615385,0.388296637582524,572.830769230769,-0.107529464287349,564.276923076923,0.070856975387346,0.197665469377963,2.3,1.13846153846154,0.746153846153846,0.269230769230769,1287.23076923077,205.615384615385,791.384615384615,881.820872471895,Inf,541.1,0,0,0.500603690587585,558.923076923077,-Inf,544.9,1,0,1,1,0,0.666666666666667,1177.33333333333,1529.33333333333,NA,1124.38888888889,1230.42857142857,1406.80952380952,1765,1768.75
"15",80514,0.334352210896488,-1.10990154583259,1.03740904711498,-1.52021891152326e-05,0.516781753908324,448.161538461538,0.5851723124142,446.261538461538,-0.132543708822143,473.523076923077,0.175379921118961,0.273993297754153,1.80769230769231,1.39230769230769,0.592307692307692,0.00769230769230769,1162.26923076923,43.3769230769231,489.415384615385,1030.47671349088,8.09268940694517,486.515384615385,0,0,0.390561438763906,466.069230769231,-0.414776865573433,501.315384615385,1,0.0555555555555556,0.916666666666667,1,0,0.833333333333333,996.944444444444,1426.05882352941,1518.33333333333,1069.69696969697,1074.85714285714,1025.2380952381,955,1455.2
"16",80515,0.123274733388522,-1.0140099510879,1.01237481151019,-1.34246207544637e-05,0.171944290230749,483.476923076923,0.207487159437456,390.307692307692,-0.0401944277433724,420.123076923077,0.0615534715592981,0.114459838310661,0.584615384615385,0.330769230769231,0.369230769230769,0.00769230769230769,1049.06923076923,108.561538461538,328.092307692308,740.32203806751,4.02827844891656,380.192307692308,0,0,0.214842047891165,380.561538461538,-0.187625529944374,417.569230769231,0.0555555555555556,0,0,0.904761904761905,0.0952380952380952,0.166666666666667,1432,883.888888888889,952.5,NA,1166.36842105263,1199.21052631579,954,1576
"17",80517,0.224259592769952,-1.04372051916974,1.02477408017733,-0.000174203415857683,0.404462236752653,519.861538461538,0.447088400251341,516.384615384615,-0.0740268820985022,491.192307692308,0.0945686727542686,0.263227879954119,1.15384615384615,0.876923076923077,0.553846153846154,0.0230769230769231,1063.25384615385,315.207692307692,589.369230769231,866.744358951633,8.06000805586151,513.6,0,0,0.357654715466287,515.276923076923,-0.379859280872281,516.876923076923,0.777777777777778,0,0.111111111111111,0.952380952380952,0.0476190476190476,0.166666666666667,1204.21428571429,1066.61111111111,1069.34375,1174.5,917.2,930.95,1135,937
"18",80518,0.164909249461499,-1.03192061391266,1.01032586872255,0,0.242583537217348,533.569230769231,0.304674160804148,472.561538461538,-0.0802233871687507,509.8,0.0440211993852229,0.148225572783694,1.08461538461538,0.553846153846154,0.438461538461538,0,1059.51538461538,352.792307692308,589.223076923077,796.443645757576,6.9453484260053,506.715384615385,0,0,0.327000685346024,499.907692307692,-0.347180849561844,521.146153846154,1,0,0,1,0,0.666666666666667,1090.83333333333,939.277777777778,1042.25,NA,980.238095238095,1032.90476190476,1120,1637.75
"19",80519,0.100931069983839,-1.01358830798423,1.01481100656891,0,0.174768994185282,440.230769230769,0.20851079060998,455.023076923077,-0.0449040055646162,425.346153846154,0.0409950361108855,0.100150817288863,0.838461538461538,0.976923076923077,0.223076923076923,0,1236.46923076923,254.330769230769,613.223076923077,737.86462496502,6.04474639186263,403.153846153846,0,0,0.180398575242186,381.069230769231,-0.152859993985802,438.646153846154,0,0,0,0.952380952380952,0,0,NA,999.833333333333,1012.44444444444,NA,1511.95,1259.04761904762,1452.33333333333,NA
"20",80520,0.123624829878443,-1.00759608787261,1.00919516683014,-0.00027925224155527,0.258307033738564,699.315384615385,0.282291917148141,676.923076923077,-0.0335983092923199,780.615384615385,0.0441216552994801,0.176932979996027,1.16153846153846,0.846153846153846,0.576923076923077,0.0846153846153846,1692.24615384615,486.369230769231,1254.25384615385,736.762645774049,7.51128230288432,643.446153846154,0,0,0.362101119322156,651.561538461538,-0.331968217883945,680.384615384615,1,0,0.277777777777778,1,0,0,1607.55555555556,1734.16666666667,1719.46153846154,1759.5,1528.19047619048,1681.38095238095,1658.5,NA
